a,b,c,d,e,f,g,h,i,j,k,l,m,n
2,1,23,4,4,2,0,4,0,0,2,17,17,0
2,1,23,4,4,2,0,4,0,1,2,17,17,0
2,1,23,4,4,2,0,4,0,2,2,17,17,0
2,1,23,4,4,2,0,4,0,3,2,17,17,0
2,1,23,4,4,2,0,4,0,4,2,17,17,0
2,1,23,4,4,2,0,4,0,5,2,17,17,0
2,1,23,4,4,2,0,4,0,6,2,17,17,0
2,5,49,9,6,9,4,3,0,0,20,90,24,0
2,5,49,9,6,9,4,3,0,1,20,90,24,0
2,5,49,9,6,9,4,3,0,2,20,90,24,0
2,5,49,9,6,9,4,3,0,3,20,90,24,0
2,5,49,9,6,9,4,3,0,4,20,90,24,0
2,5,49,9,6,9,4,3,0,5,20,90,24,0
2,5,49,9,6,9,4,3,0,6,20,90,24,0
2,5,49,9,6,9,4,3,0,7,20,90,24,0
2,1,2,14,3,8,3,1,1,0,0,35,15,0
2,1,2,14,3,8,3,1,1,1,0,35,15,0
2,1,2,14,3,8,3,1,1,2,0,35,15,0
2,1,2,14,3,8,3,1,1,3,0,35,15,0
2,1,2,14,3,8,3,1,1,4,0,35,15,0
2,1,2,14,3,8,3,1,1,5,0,35,15,0
2,1,2,14,3,8,3,1,1,6,0,35,15,0
2,1,2,14,3,8,3,1,1,7,0,35,15,0
2,8,19,5,2,10,0,0,0,0,9,20,27,0
2,8,19,5,2,10,0,0,0,1,9,20,27,0
2,8,19,5,2,10,0,0,0,2,9,20,27,0
2,8,19,5,2,10,0,0,0,3,9,20,27,0
2,8,19,5,2,10,0,0,0,4,9,20,27,0
2,8,19,5,2,10,0,0,0,5,9,20,27,0
2,8,19,5,2,10,0,0,0,6,9,20,27,0
2,8,19,5,2,10,0,0,0,7,9,20,27,0
6,0,20,12,0,13,4,2,0,0,19,27,0,1
6,0,20,12,0,13,4,2,0,1,19,27,0,1
6,0,20,12,0,13,4,2,0,2,19,27,0,1
6,0,20,12,0,13,4,2,0,3,19,27,0,1
6,0,20,12,0,13,4,2,0,4,19,27,0,1
6,0,20,12,0,13,4,2,0,5,19,27,0,1
6,0,20,12,0,13,4,2,0,6,19,27,0,1
3,2,26,7,0,11,4,3,0,0,15,67,19,0
3,2,26,7,0,11,4,3,0,1,15,67,19,0
3,2,26,7,0,11,4,3,0,2,15,67,19,0
3,2,26,7,0,11,4,3,0,3,15,67,19,0
3,2,26,7,0,11,4,3,0,4,15,67,19,0
3,2,26,7,0,11,4,3,0,5,15,67,19,0
3,2,26,7,0,11,4,3,0,6,15,67,19,0
5,8,6,8,0,7,2,3,0,0,8,74,33,0
5,8,6,8,0,7,2,3,0,1,8,74,33,0
5,8,6,8,0,7,2,3,0,2,8,74,33,0
5,8,6,8,0,7,2,3,0,3,8,74,33,0
5,8,6,8,0,7,2,3,0,4,8,74,33,0
5,8,6,8,0,7,2,3,0,5,8,74,33,0
5,8,6,8,0,7,2,3,0,6,8,74,33,0
5,7,18,1,0,9,4,1,1,0,12,1,15,1
5,7,18,1,0,9,4,1,1,1,12,1,15,1
5,7,18,1,0,9,4,1,1,2,12,1,15,1
5,7,18,1,0,9,4,1,1,3,12,1,15,1
5,7,18,1,0,9,4,1,1,4,12,1,15,1
5,7,18,1,0,9,4,1,1,5,12,1,15,1
5,7,18,1,0,9,4,1,1,6,12,1,15,1
0,8,28,4,0,1,1,4,1,0,20,14,5,1
0,8,28,4,0,1,1,4,1,1,20,14,5,1
0,8,28,4,0,1,1,4,1,2,20,14,5,1
0,8,28,4,0,1,1,4,1,3,20,14,5,1
0,8,28,4,0,1,1,4,1,4,20,14,5,1
0,8,28,4,0,1,1,4,1,5,20,14,5,1
0,8,28,4,0,1,1,4,1,6,20,14,5,1
2,1,33,1,4,7,4,2,0,0,3,38,1,1
2,1,33,1,4,7,4,2,0,1,3,38,1,1
2,1,33,1,4,7,4,2,0,2,3,38,1,1
2,1,33,1,4,7,4,2,0,3,3,38,1,1
2,1,33,1,4,7,4,2,0,4,3,38,1,1
2,1,33,1,4,7,4,2,0,5,3,38,1,1
2,1,33,1,4,7,4,2,0,6,3,38,1,1
2,1,33,1,4,7,4,2,0,7,3,38,1,1
7,5,54,1,2,8,1,3,1,0,2,20,15,0
7,5,54,1,2,8,1,3,1,1,2,20,15,0
7,5,54,1,2,8,1,3,1,2,2,20,15,0
7,5,54,1,2,8,1,3,1,3,2,20,15,0
7,5,54,1,2,8,1,3,1,4,2,20,15,0
7,5,54,1,2,8,1,3,1,5,2,20,15,0
7,5,54,1,2,8,1,3,1,6,2,20,15,0
7,5,54,1,2,8,1,3,1,7,2,20,15,0
8,4,40,12,4,12,4,2,1,0,21,42,32,0
8,4,40,12,4,12,4,2,1,1,21,42,32,0
8,4,40,12,4,12,4,2,1,2,21,42,32,0
8,4,40,12,4,12,4,2,1,3,21,42,32,0
8,4,40,12,4,12,4,2,1,4,21,42,32,0
8,4,40,12,4,12,4,2,1,5,21,42,32,0
8,4,40,12,4,12,4,2,1,6,21,42,32,0
8,4,40,12,4,12,4,2,1,7,21,42,32,0
6,4,43,2,5,1,0,4,0,0,4,18,28,1
6,4,43,2,5,1,0,4,0,1,4,18,28,1
6,4,43,2,5,1,0,4,0,2,4,18,28,1
6,4,43,2,5,1,0,4,0,3,4,18,28,1
6,4,43,2,5,1,0,4,0,4,4,18,28,1
6,4,43,2,5,1,0,4,0,5,4,18,28,1
6,4,43,2,5,1,0,4,0,6,4,18,28,1
7,4,58,9,6,13,4,0,1,0,0,60,7,1
7,4,58,9,6,13,4,0,1,1,0,60,7,1
7,4,58,9,6,13,4,0,1,2,0,60,7,1
7,4,58,9,6,13,4,0,1,3,0,60,7,1
7,4,58,9,6,13,4,0,1,4,0,60,7,1
7,4,58,9,6,13,4,0,1,5,0,60,7,1
7,4,58,9,6,13,4,0,1,6,0,60,7,1
7,4,58,9,6,13,4,0,1,7,0,60,7,1
2,5,8,1,0,5,0,0,0,0,13,38,12,0
2,5,8,1,0,5,0,0,0,1,13,38,12,0
2,5,8,1,0,5,0,0,0,2,13,38,12,0
2,5,8,1,0,5,0,0,0,3,13,38,12,0
2,5,8,1,0,5,0,0,0,4,13,38,12,0
2,5,8,1,0,5,0,0,0,5,13,38,12,0
2,8,41,2,2,7,3,0,1,0,1,14,16,1
2,8,41,2,2,7,3,0,1,1,1,14,16,1
2,8,41,2,2,7,3,0,1,2,1,14,16,1
2,8,41,2,2,7,3,0,1,3,1,14,16,1
2,8,41,2,2,7,3,0,1,4,1,14,16,1
2,8,41,2,2,7,3,0,1,5,1,14,16,1
2,8,41,2,2,7,3,0,1,6,1,14,16,1
2,8,41,2,2,7,3,0,1,7,1,14,16,1
4,7,0,3,2,4,1,3,1,0,5,20,21,0
4,7,0,3,2,4,1,3,1,1,5,20,21,0
4,7,0,3,2,4,1,3,1,2,5,20,21,0
4,7,0,3,2,4,1,3,1,3,5,20,21,0
4,7,0,3,2,4,1,3,1,4,5,20,21,0
4,7,0,3,2,4,1,3,1,5,5,20,21,0
4,7,0,3,2,4,1,3,1,6,5,20,21,0
3,0,30,2,3,6,5,4,0,0,19,73,12,1
3,0,30,2,3,6,5,4,0,1,19,73,12,1
3,0,30,2,3,6,5,4,0,2,19,73,12,1
3,0,30,2,3,6,5,4,0,3,19,73,12,1
3,0,30,2,3,6,5,4,0,4,19,73,12,1
3,0,30,2,3,6,5,4,0,5,19,73,12,1
3,0,30,2,3,6,5,4,0,6,19,73,12,1
3,0,30,2,3,6,5,4,0,7,19,73,12,1
0,1,18,4,0,2,3,4,0,0,7,77,30,1
0,1,18,4,0,2,3,4,0,1,7,77,30,1
0,1,18,4,0,2,3,4,0,2,7,77,30,1
0,1,18,4,0,2,3,4,0,3,7,77,30,1
0,1,18,4,0,2,3,4,0,4,7,77,30,1
0,1,18,4,0,2,3,4,0,5,7,77,30,1
0,1,18,4,0,2,3,4,0,6,7,77,30,1
4,3,22,9,1,10,3,2,0,0,15,66,1,1
4,3,22,9,1,10,3,2,0,1,15,66,1,1
4,3,22,9,1,10,3,2,0,2,15,66,1,1
4,3,22,9,1,10,3,2,0,3,15,66,1,1
4,3,22,9,1,10,3,2,0,4,15,66,1,1
4,3,22,9,1,10,3,2,0,5,15,66,1,1
4,3,22,9,1,10,3,2,0,6,15,66,1,1
4,3,22,9,1,10,3,2,0,7,15,66,1,1
2,6,22,14,0,14,1,3,1,0,13,30,12,0
2,6,22,14,0,14,1,3,1,1,13,30,12,0
2,6,22,14,0,14,1,3,1,2,13,30,12,0
2,6,22,14,0,14,1,3,1,3,13,30,12,0
2,6,22,14,0,14,1,3,1,4,13,30,12,0
8,4,0,11,5,3,4,3,0,0,9,79,2,1
8,4,0,11,5,3,4,3,0,1,9,79,2,1
8,4,0,11,5,3,4,3,0,2,9,79,2,1
8,4,0,11,5,3,4,3,0,3,9,79,2,1
8,4,0,11,5,3,4,3,0,4,9,79,2,1
8,4,0,11,5,3,4,3,0,5,9,79,2,1
8,4,0,11,5,3,4,3,0,6,9,79,2,1
4,4,37,10,6,0,3,4,1,0,9,9,5,1
4,4,37,10,6,0,3,4,1,1,9,9,5,1
4,4,37,10,6,0,3,4,1,2,9,9,5,1
4,4,37,10,6,0,3,4,1,3,9,9,5,1
4,4,37,10,6,0,3,4,1,4,9,9,5,1
4,4,37,10,6,0,3,4,1,5,9,9,5,1
4,4,37,10,6,0,3,4,1,6,9,9,5,1
0,1,20,3,4,14,5,0,1,0,19,72,7,0
0,1,20,3,4,14,5,0,1,1,19,72,7,0
0,1,20,3,4,14,5,0,1,2,19,72,7,0
0,1,20,3,4,14,5,0,1,3,19,72,7,0
0,1,20,3,4,14,5,0,1,4,19,72,7,0
0,1,20,3,4,14,5,0,1,5,19,72,7,0
0,1,20,3,4,14,5,0,1,6,19,72,7,0
5,0,47,6,2,12,5,4,1,0,14,58,33,0
5,0,47,6,2,12,5,4,1,1,14,58,33,0
5,0,47,6,2,12,5,4,1,2,14,58,33,0
5,0,47,6,2,12,5,4,1,3,14,58,33,0
5,0,47,6,2,12,5,4,1,4,14,58,33,0
5,0,47,6,2,12,5,4,1,5,14,58,33,0
5,0,47,6,2,12,5,4,1,6,14,58,33,0
5,0,47,6,2,12,5,4,1,7,14,58,33,0
7,2,47,4,3,4,4,1,0,0,16,29,35,1
7,2,47,4,3,4,4,1,0,1,16,29,35,1
7,2,47,4,3,4,4,1,0,2,16,29,35,1
7,2,47,4,3,4,4,1,0,3,16,29,35,1
7,2,47,4,3,4,4,1,0,4,16,29,35,1
7,2,47,4,3,4,4,1,0,5,16,29,35,1
7,2,47,4,3,4,4,1,0,6,16,29,35,1
7,2,47,4,3,4,4,1,0,7,16,29,35,1
6,8,32,1,1,2,5,3,1,0,20,57,8,1
6,8,32,1,1,2,5,3,1,1,20,57,8,1
6,8,32,1,1,2,5,3,1,2,20,57,8,1
6,8,32,1,1,2,5,3,1,3,20,57,8,1
6,8,32,1,1,2,5,3,1,4,20,57,8,1
6,8,32,1,1,2,5,3,1,5,20,57,8,1
6,8,32,1,1,2,5,3,1,6,20,57,8,1
7,1,15,13,4,13,1,1,1,0,7,37,3,1
7,1,15,13,4,13,1,1,1,1,7,37,3,1
7,1,15,13,4,13,1,1,1,2,7,37,3,1
7,1,15,13,4,13,1,1,1,3,7,37,3,1
7,1,15,13,4,13,1,1,1,4,7,37,3,1
7,1,15,13,4,13,1,1,1,5,7,37,3,1
7,1,15,13,4,13,1,1,1,6,7,37,3,1
7,1,15,13,4,13,1,1,1,7,7,37,3,1
6,2,31,4,4,14,4,3,1,0,26,90,33,0
6,2,31,4,4,14,4,3,1,1,26,90,33,0
6,2,31,4,4,14,4,3,1,2,26,90,33,0
6,2,31,4,4,14,4,3,1,3,26,90,33,0
6,2,31,4,4,14,4,3,1,4,26,90,33,0
6,2,31,4,4,14,4,3,1,5,26,90,33,0
6,2,31,4,4,14,4,3,1,6,26,90,33,0
6,2,31,4,4,14,4,3,1,7,26,90,33,0
3,1,37,4,4,10,5,3,0,0,6,42,21,0
3,1,37,4,4,10,5,3,0,1,6,42,21,0
3,1,37,4,4,10,5,3,0,2,6,42,21,0
3,1,37,4,4,10,5,3,0,3,6,42,21,0
3,1,37,4,4,10,5,3,0,4,6,42,21,0
3,1,37,4,4,10,5,3,0,5,6,42,21,0
3,1,37,4,4,10,5,3,0,6,6,42,21,0
3,1,37,4,4,10,5,3,0,7,6,42,21,0
3,5,0,14,3,11,4,1,1,0,10,80,20,1
3,5,0,14,3,11,4,1,1,1,10,80,20,1
3,5,0,14,3,11,4,1,1,2,10,80,20,1
3,5,0,14,3,11,4,1,1,3,10,80,20,1
3,5,0,14,3,11,4,1,1,4,10,80,20,1
3,5,0,14,3,11,4,1,1,5,10,80,20,1
3,5,0,14,3,11,4,1,1,6,10,80,20,1
3,5,0,14,3,11,4,1,1,7,10,80,20,1
3,8,25,3,3,14,2,3,0,0,13,77,13,1
3,8,25,3,3,14,2,3,0,1,13,77,13,1
3,8,25,3,3,14,2,3,0,2,13,77,13,1
3,8,25,3,3,14,2,3,0,3,13,77,13,1
3,8,25,3,3,14,2,3,0,4,13,77,13,1
3,8,25,3,3,14,2,3,0,5,13,77,13,1
3,8,25,3,3,14,2,3,0,6,13,77,13,1
3,8,25,3,3,14,2,3,0,7,13,77,13,1
6,1,32,2,6,4,2,1,1,0,25,12,23,0
6,1,32,2,6,4,2,1,1,1,25,12,23,0
6,1,32,2,6,4,2,1,1,2,25,12,23,0
6,1,32,2,6,4,2,1,1,3,25,12,23,0
6,1,32,2,6,4,2,1,1,4,25,12,23,0
6,1,32,2,6,4,2,1,1,5,25,12,23,0
6,1,32,2,6,4,2,1,1,6,25,12,23,0
6,1,32,2,6,4,2,1,1,7,25,12,23,0
7,2,41,8,1,8,1,2,0,0,2,67,22,1
7,2,41,8,1,8,1,2,0,1,2,67,22,1
7,2,41,8,1,8,1,2,0,2,2,67,22,1
7,2,41,8,1,8,1,2,0,3,2,67,22,1
7,2,41,8,1,8,1,2,0,4,2,67,22,1
7,2,41,8,1,8,1,2,0,5,2,67,22,1
7,2,41,8,1,8,1,2,0,6,2,67,22,1
7,2,41,8,1,8,1,2,0,7,2,67,22,1
6,0,46,11,2,8,3,0,0,0,14,81,41,0
6,0,46,11,2,8,3,0,0,1,14,81,41,0
6,0,46,11,2,8,3,0,0,2,14,81,41,0
6,0,46,11,2,8,3,0,0,3,14,81,41,0
6,0,46,11,2,8,3,0,0,4,14,81,41,0
6,0,46,11,2,8,3,0,0,5,14,81,41,0
6,0,46,11,2,8,3,0,0,6,14,81,41,0
6,0,46,11,2,8,3,0,0,7,14,81,41,0
7,0,47,15,2,5,5,2,0,0,3,61,2,0
7,0,47,15,2,5,5,2,0,1,3,61,2,0
7,0,47,15,2,5,5,2,0,2,3,61,2,0
7,0,47,15,2,5,5,2,0,3,3,61,2,0
7,0,47,15,2,5,5,2,0,4,3,61,2,0
7,0,47,15,2,5,5,2,0,5,3,61,2,0
7,0,47,15,2,5,5,2,0,6,3,61,2,0
7,0,47,15,2,5,5,2,0,7,3,61,2,0
6,2,44,12,6,11,4,4,1,0,20,22,26,1
6,2,44,12,6,11,4,4,1,1,20,22,26,1
6,2,44,12,6,11,4,4,1,2,20,22,26,1
6,2,44,12,6,11,4,4,1,3,20,22,26,1
6,2,44,12,6,11,4,4,1,4,20,22,26,1
6,2,44,12,6,11,4,4,1,5,20,22,26,1
6,2,44,12,6,11,4,4,1,6,20,22,26,1
6,2,44,12,6,11,4,4,1,7,20,22,26,1
2,3,5,6,4,8,1,2,0,0,28,29,22,0
2,3,5,6,4,8,1,2,0,1,28,29,22,0
2,3,5,6,4,8,1,2,0,2,28,29,22,0
2,3,5,6,4,8,1,2,0,3,28,29,22,0
2,3,5,6,4,8,1,2,0,4,28,29,22,0
2,3,5,6,4,8,1,2,0,5,28,29,22,0
2,3,5,6,4,8,1,2,0,6,28,29,22,0
2,3,5,6,4,8,1,2,0,7,28,29,22,0
5,8,16,3,1,8,3,0,0,0,23,13,41,1
5,8,16,3,1,8,3,0,0,1,23,13,41,1
5,8,16,3,1,8,3,0,0,2,23,13,41,1
5,8,16,3,1,8,3,0,0,3,23,13,41,1
5,8,16,3,1,8,3,0,0,4,23,13,41,1
5,8,16,3,1,8,3,0,0,5,23,13,41,1
5,8,16,3,1,8,3,0,0,6,23,13,41,1
5,8,16,3,1,8,3,0,0,7,23,13,41,1
3,6,36,0,3,9,1,2,1,0,21,8,37,1
3,6,36,0,3,9,1,2,1,1,21,8,37,1
3,6,36,0,3,9,1,2,1,2,21,8,37,1
3,6,36,0,3,9,1,2,1,3,21,8,37,1
3,6,36,0,3,9,1,2,1,4,21,8,37,1
3,6,36,0,3,9,1,2,1,5,21,8,37,1
3,6,36,0,3,9,1,2,1,6,21,8,37,1
3,6,36,0,3,9,1,2,1,7,21,8,37,1
5,8,4,3,1,2,0,0,1,0,18,46,9,0
5,8,4,3,1,2,0,0,1,1,18,46,9,0
5,8,4,3,1,2,0,0,1,2,18,46,9,0
5,8,4,3,1,2,0,0,1,3,18,46,9,0
5,8,4,3,1,2,0,0,1,4,18,46,9,0
5,8,4,3,1,2,0,0,1,5,18,46,9,0
5,8,4,3,1,2,0,0,1,6,18,46,9,0
2,2,8,15,5,8,4,4,0,0,28,82,4,1
2,2,8,15,5,8,4,4,0,1,28,82,4,1
2,2,8,15,5,8,4,4,0,2,28,82,4,1
2,2,8,15,5,8,4,4,0,3,28,82,4,1
2,2,8,15,5,8,4,4,0,4,28,82,4,1
2,2,8,15,5,8,4,4,0,5,28,82,4,1
2,2,8,15,5,8,4,4,0,6,28,82,4,1
2,2,8,15,5,8,4,4,0,7,28,82,4,1
6,8,16,14,0,2,0,1,0,0,3,55,32,1
6,8,16,14,0,2,0,1,0,1,3,55,32,1
6,8,16,14,0,2,0,1,0,2,3,55,32,1
6,8,16,14,0,2,0,1,0,3,3,55,32,1
6,8,16,14,0,2,0,1,0,4,3,55,32,1
6,8,16,14,0,2,0,1,0,5,3,55,32,1
6,8,16,14,0,2,0,1,0,6,3,55,32,1
3,8,0,15,3,9,3,1,0,0,0,30,3,1
3,8,0,15,3,9,3,1,0,1,0,30,3,1
3,8,0,15,3,9,3,1,0,2,0,30,3,1
3,8,0,15,3,9,3,1,0,3,0,30,3,1
3,8,0,15,3,9,3,1,0,4,0,30,3,1
3,8,0,15,3,9,3,1,0,5,0,30,3,1
3,8,0,15,3,9,3,1,0,6,0,30,3,1
3,8,0,15,3,9,3,1,0,7,0,30,3,1
7,8,14,12,4,0,5,2,0,0,13,86,8,0
7,8,14,12,4,0,5,2,0,1,13,86,8,0
7,8,14,12,4,0,5,2,0,2,13,86,8,0
7,8,14,12,4,0,5,2,0,3,13,86,8,0
7,8,14,12,4,0,5,2,0,4,13,86,8,0
7,8,14,12,4,0,5,2,0,5,13,86,8,0
7,8,14,12,4,0,5,2,0,6,13,86,8,0
6,2,46,12,1,10,2,3,1,0,21,85,39,1
6,2,46,12,1,10,2,3,1,1,21,85,39,1
6,2,46,12,1,10,2,3,1,2,21,85,39,1
6,2,46,12,1,10,2,3,1,3,21,85,39,1
6,2,46,12,1,10,2,3,1,4,21,85,39,1
6,2,46,12,1,10,2,3,1,5,21,85,39,1
6,2,46,12,1,10,2,3,1,6,21,85,39,1
6,2,46,12,1,10,2,3,1,7,21,85,39,1
4,4,41,11,4,11,1,1,0,0,1,6,15,1
4,4,41,11,4,11,1,1,0,1,1,6,15,1
4,4,41,11,4,11,1,1,0,2,1,6,15,1
4,4,41,11,4,11,1,1,0,3,1,6,15,1
4,4,41,11,4,11,1,1,0,4,1,6,15,1
4,4,41,11,4,11,1,1,0,5,1,6,15,1
4,4,41,11,4,11,1,1,0,6,1,6,15,1
4,4,41,11,4,11,1,1,0,7,1,6,15,1
3,8,38,10,4,3,2,4,0,0,11,53,11,1
3,8,38,10,4,3,2,4,0,1,11,53,11,1
3,8,38,10,4,3,2,4,0,2,11,53,11,1
3,8,38,10,4,3,2,4,0,3,11,53,11,1
3,4,56,7,6,14,3,4,0,0,0,24,24,0
3,4,56,7,6,14,3,4,0,1,0,24,24,0
3,4,56,7,6,14,3,4,0,2,0,24,24,0
3,4,56,7,6,14,3,4,0,3,0,24,24,0
3,4,56,7,6,14,3,4,0,4,0,24,24,0
3,4,56,7,6,14,3,4,0,5,0,24,24,0
3,4,56,7,6,14,3,4,0,6,0,24,24,0
3,4,56,7,6,14,3,4,0,7,0,24,24,0
5,1,23,14,5,11,0,1,0,0,31,16,21,1
5,1,23,14,5,11,0,1,0,1,31,16,21,1
5,1,23,14,5,11,0,1,0,2,31,16,21,1
5,1,23,14,5,11,0,1,0,3,31,16,21,1
5,1,23,14,5,11,0,1,0,4,31,16,21,1
5,1,23,14,5,11,0,1,0,5,31,16,21,1
5,1,23,14,5,11,0,1,0,6,31,16,21,1
5,1,23,14,5,11,0,1,0,7,31,16,21,1
5,8,33,4,2,0,5,1,0,0,19,56,34,0
5,8,33,4,2,0,5,1,0,1,19,56,34,0
5,8,33,4,2,0,5,1,0,2,19,56,34,0
5,8,33,4,2,0,5,1,0,3,19,56,34,0
5,8,33,4,2,0,5,1,0,4,19,56,34,0
5,8,33,4,2,0,5,1,0,5,19,56,34,0
5,8,33,4,2,0,5,1,0,6,19,56,34,0
5,8,33,4,2,0,5,1,0,7,19,56,34,0
6,3,34,0,3,3,4,2,1,0,17,65,20,1
6,3,34,0,3,3,4,2,1,1,17,65,20,1
6,3,34,0,3,3,4,2,1,2,17,65,20,1
6,3,34,0,3,3,4,2,1,3,17,65,20,1
6,3,34,0,3,3,4,2,1,4,17,65,20,1
6,3,34,0,3,3,4,2,1,5,17,65,20,1
6,3,34,0,3,3,4,2,1,6,17,65,20,1
6,3,34,0,3,3,4,2,1,7,17,65,20,1
0,2,13,14,3,6,5,4,1,0,20,42,39,1
0,2,13,14,3,6,5,4,1,1,20,42,39,1
0,2,13,14,3,6,5,4,1,2,20,42,39,1
0,2,13,14,3,6,5,4,1,3,20,42,39,1
0,2,13,14,3,6,5,4,1,4,20,42,39,1
0,2,13,14,3,6,5,4,1,5,20,42,39,1
0,2,13,14,3,6,5,4,1,6,20,42,39,1
8,1,55,11,6,6,5,0,1,0,13,16,20,0
8,1,55,11,6,6,5,0,1,1,13,16,20,0
8,1,55,11,6,6,5,0,1,2,13,16,20,0
8,1,55,11,6,6,5,0,1,3,13,16,20,0
8,1,55,11,6,6,5,0,1,4,13,16,20,0
8,1,55,11,6,6,5,0,1,5,13,16,20,0
8,1,55,11,6,6,5,0,1,6,13,16,20,0
8,1,55,11,6,6,5,0,1,7,13,16,20,0
2,3,51,14,3,10,0,4,1,0,10,42,10,1
2,3,51,14,3,10,0,4,1,1,10,42,10,1
2,3,51,14,3,10,0,4,1,2,10,42,10,1
2,3,51,14,3,10,0,4,1,3,10,42,10,1
2,3,51,14,3,10,0,4,1,4,10,42,10,1
2,3,51,14,3,10,0,4,1,5,10,42,10,1
2,3,51,14,3,10,0,4,1,6,10,42,10,1
2,3,51,14,3,10,0,4,1,7,10,42,10,1
2,7,22,6,3,2,5,4,1,0,26,42,38,1
2,7,22,6,3,2,5,4,1,1,26,42,38,1
2,7,22,6,3,2,5,4,1,2,26,42,38,1
2,7,22,6,3,2,5,4,1,3,26,42,38,1
2,7,22,6,3,2,5,4,1,4,26,42,38,1
2,7,22,6,3,2,5,4,1,5,26,42,38,1
2,7,22,6,3,2,5,4,1,6,26,42,38,1
5,8,4,9,0,2,0,2,0,0,0,70,29,1
5,8,4,9,0,2,0,2,0,1,0,70,29,1
5,8,4,9,0,2,0,2,0,2,0,70,29,1
5,8,4,9,0,2,0,2,0,3,0,70,29,1
5,8,4,9,0,2,0,2,0,4,0,70,29,1
5,8,4,9,0,2,0,2,0,5,0,70,29,1
5,8,4,9,0,2,0,2,0,6,0,70,29,1
6,2,42,14,3,11,4,4,1,0,16,62,19,1
6,2,42,14,3,11,4,4,1,1,16,62,19,1
6,2,42,14,3,11,4,4,1,2,16,62,19,1
6,2,42,14,3,11,4,4,1,3,16,62,19,1
6,2,42,14,3,11,4,4,1,4,16,62,19,1
6,2,42,14,3,11,4,4,1,5,16,62,19,1
6,2,42,14,3,11,4,4,1,6,16,62,19,1
6,2,42,14,3,11,4,4,1,7,16,62,19,1
5,8,2,5,1,14,1,4,0,0,4,46,0,1
5,8,2,5,1,14,1,4,0,1,4,46,0,1
5,8,2,5,1,14,1,4,0,2,4,46,0,1
5,8,2,5,1,14,1,4,0,3,4,46,0,1
5,8,2,5,1,14,1,4,0,4,4,46,0,1
5,8,2,5,1,14,1,4,0,5,4,46,0,1
5,8,2,5,1,14,1,4,0,6,4,46,0,1
5,8,2,5,1,14,1,4,0,7,4,46,0,1
6,3,8,8,0,0,3,3,1,0,10,55,41,1
6,3,8,8,0,0,3,3,1,1,10,55,41,1
6,3,8,8,0,0,3,3,1,2,10,55,41,1
6,3,8,8,0,0,3,3,1,3,10,55,41,1
6,3,8,8,0,0,3,3,1,4,10,55,41,1
6,3,8,8,0,0,3,3,1,5,10,55,41,1
6,3,8,8,0,0,3,3,1,6,10,55,41,1
6,3,8,8,0,0,3,3,1,7,10,55,41,1
6,3,8,8,0,0,3,3,1,8,10,55,41,1
6,3,8,8,0,0,3,3,1,9,10,55,41,1
6,3,8,8,0,0,3,3,1,10,10,55,41,1
6,3,8,8,0,0,3,3,1,11,10,55,41,1
6,3,8,8,0,0,3,3,1,12,10,55,41,1
5,4,0,9,5,8,4,4,0,0,30,60,29,0
5,4,0,9,5,8,4,4,0,1,30,60,29,0
5,4,0,9,5,8,4,4,0,2,30,60,29,0
5,4,0,9,5,8,4,4,0,3,30,60,29,0
5,4,0,9,5,8,4,4,0,4,30,60,29,0
5,4,0,9,5,8,4,4,0,5,30,60,29,0
5,4,0,9,5,8,4,4,0,6,30,60,29,0
5,4,0,9,5,8,4,4,0,7,30,60,29,0
6,0,30,2,5,10,5,3,0,0,6,12,22,1
6,0,30,2,5,10,5,3,0,1,6,12,22,1
6,0,30,2,5,10,5,3,0,2,6,12,22,1
6,0,30,2,5,10,5,3,0,3,6,12,22,1
6,0,30,2,5,10,5,3,0,4,6,12,22,1
6,0,30,2,5,10,5,3,0,5,6,12,22,1
6,0,30,2,5,10,5,3,0,6,6,12,22,1
6,0,30,2,5,10,5,3,0,7,6,12,22,1
2,5,27,1,1,11,3,1,0,0,0,10,14,1
2,5,27,1,1,11,3,1,0,1,0,10,14,1
2,5,27,1,1,11,3,1,0,2,0,10,14,1
2,5,27,1,1,11,3,1,0,3,0,10,14,1
2,5,27,1,1,11,3,1,0,4,0,10,14,1
2,5,27,1,1,11,3,1,0,5,0,10,14,1
2,5,27,1,1,11,3,1,0,6,0,10,14,1
2,5,27,1,1,11,3,1,0,7,0,10,14,1
3,2,5,13,5,6,1,0,0,0,7,43,1,0
3,2,5,13,5,6,1,0,0,1,7,43,1,0
3,2,5,13,5,6,1,0,0,2,7,43,1,0
3,2,5,13,5,6,1,0,0,3,7,43,1,0
3,2,5,13,5,6,1,0,0,4,7,43,1,0
3,2,5,13,5,6,1,0,0,5,7,43,1,0
3,2,5,13,5,6,1,0,0,6,7,43,1,0
3,2,5,13,5,6,1,0,0,7,7,43,1,0
0,8,39,7,5,4,4,3,0,0,25,20,15,0
0,8,39,7,5,4,4,3,0,1,25,20,15,0
0,8,39,7,5,4,4,3,0,2,25,20,15,0
0,8,39,7,5,4,4,3,0,3,25,20,15,0
0,8,39,7,5,4,4,3,0,4,25,20,15,0
0,8,39,7,5,4,4,3,0,5,25,20,15,0
0,8,39,7,5,4,4,3,0,6,25,20,15,0
7,7,43,8,5,6,0,2,1,0,21,44,12,0
7,7,43,8,5,6,0,2,1,1,21,44,12,0
7,7,43,8,5,6,0,2,1,2,21,44,12,0
